{'label': 'ENSP00000494544.1', 'mean_representations': {34: tensor([-2.5755e-01, -4.8125e-01, -1.7808e-02, -6.9844e-01, -8.9942e-01,
         7.0608e-02, -1.9067e-01,  6.2350e-01,  5.4544e-02, -1.4204e+00,
         9.8345e-01, -1.9699e-01, -5.1343e-02, -1.8710e-01,  4.8100e-01,
        -5.4352e-01, -9.5060e-01,  3.0387e-01,  7.7059e-01, -9.7921e-01,
         5.5595e-01,  9.4073e-01,  1.5798e+00, -9.2757e-01, -4.9026e-01,
        -2.7721e-02,  4.6650e-01, -5.9455e-01, -1.1033e-01, -3.2147e-01,
         1.5074e+00,  4.1882e-01, -2.3955e-01,  5.6920e-01, -6.0888e-01,
         7.4616e-01, -5.9908e-01, -1.0112e+00, -5.1838e-01, -2.8965e-01,
         5.5486e-01,  9.5081e-01,  2.2231e-01,  2.3280e-01, -5.2779e-01,
        -1.5354e-01, -1.4614e-01,  1.2629e+00, -3.1964e-02,  6.9199e-01,
         6.8423e-01,  1.1915e-01,  1.1986e+00,  1.2672e-01,  3.9936e-01,
        -5.1465e-01,  2.3896e-01,  1.6284e+00, -3.4069e-02, -6.6181e-01,
        -7.2190e-01, -7.1324e-01,  6.6099e-01,  2.5287e-01,  6.1895e-01,
         1.2840e+00,  1.1943e+00, -1.5537e-02, -7.7923e-01, -1.8156e-01,
        -6.0351e-01,  2.9495e-01,  6.1318e-01,  1.9235e-01, -1.6464e+00,
         8.6958e-01, -5.7456e-01,  5.7975e-03, -8.9910e-02,  3.0629e-01,
         1.9844e-01, -7.8637e-02,  5.0752e-01, -4.1994e-01, -5.5575e-01,
        -1.6667e-01,  1.6610e+00,  2.3567e-01, -5.3229e-01,  1.6212e-01,
         2.5446e+00, -7.8939e-01,  4.6970e-01,  2.6426e-03,  5.0729e-01,
         9.1143e-01,  4.2274e-01, -1.5931e+00, -9.4430e-02, -2.0220e+00,
         1.1905e-01, -9.3752e-01,  2.5300e-01,  5.7103e-01,  8.0006e-01,
        -1.1752e-01, -4.3729e-01, -1.5099e+00,  1.3132e+00,  5.1836e-01,
        -1.7386e+00,  2.8082e-01,  2.3141e-01,  9.7198e-02, -3.2805e-01,
        -3.6282e-01,  1.1112e+00,  9.0245e-01, -2.4083e-01, -3.4406e-01,
        -8.2172e-01,  1.3486e-01, -4.6642e-01, -5.7389e-02, -6.2275e-01,
         2.4757e-01,  2.7720e-01,  4.8624e-01,  4.1374e-01, -5.4435e-02,
         7.8958e-01, -8.4090e-01,  5.1327e-01, -1.0291e+00,  5.4296e-01,
        -1.1010e+00,  1.3141e-01,  6.2536e-01, -4.7983e-01, -8.6238e-03,
        -3.4920e-01,  8.8403e-01,  1.6431e-01, -1.1880e+00, -3.1322e-01,
         2.5510e-01,  8.3008e-01, -2.1698e-01,  3.5431e-01,  6.4390e-01,
         9.2185e-01,  1.7238e-02,  9.0794e-01,  5.0750e-01,  9.9503e-01,
        -3.4509e-02,  1.0410e-01,  7.0404e-01, -4.2266e-01, -9.8835e-01,
         3.6297e-01, -1.9166e+00,  5.9568e-01,  1.2567e-01,  1.1686e+00,
         4.0890e-01, -2.5993e-01,  1.0019e+00,  1.0878e+00,  2.8243e-01,
        -4.7499e-01, -5.8407e-01, -3.8562e-01,  6.1902e-01,  1.3168e+00,
        -7.2674e-01,  9.8224e-02, -2.2761e+01,  2.7513e-01, -6.1195e-02,
        -4.2631e-01,  3.9266e-02,  8.2717e-01, -8.3339e-01, -5.2801e-01,
         3.4761e-01,  5.8348e-01,  1.1215e+00, -5.3417e-01,  1.0217e+00,
        -4.4061e-02, -1.1861e+00,  1.1859e+00,  4.4630e-01,  6.0502e-01,
        -2.4799e-01,  5.7191e-01,  4.5685e-01,  2.6043e-01,  1.8180e-02,
        -7.3210e-01, -3.5646e-01, -2.9523e-01, -6.4871e-02,  1.0281e-01,
        -1.1579e+00,  5.3642e-01, -1.1449e-01, -1.0085e-01,  9.1683e-01,
         3.1659e-01, -1.8206e+00,  9.1189e-01,  1.6542e-01, -4.4323e-01,
         3.9020e-01, -8.2854e-01,  1.0954e+00, -2.4063e-01, -2.3855e-01,
        -2.8117e-01,  2.4450e-01, -1.9913e-01,  5.0774e-01,  4.3317e-01,
         2.5973e-02,  1.9053e-01,  2.9924e-01, -5.1882e-01,  6.2620e-01,
        -3.5392e-01,  1.1325e-01,  1.4363e+00,  1.4340e-03, -2.8391e-01,
         1.3141e+00,  1.5533e+00,  9.0441e-01,  2.3125e-01, -6.8118e-01,
        -1.2024e+00,  2.3318e-01,  5.8925e-01, -1.3906e+00, -7.1105e-02,
         4.9047e-01, -4.9572e-01,  1.2033e+00, -6.8144e-01,  9.7970e-01,
        -3.5767e-01,  9.4559e-01, -2.9915e-01,  4.5373e-01, -7.8512e-01,
         4.3387e-01,  7.2008e-01, -4.2720e-01,  1.6710e-01, -1.0346e+00,
         2.6567e-01,  3.5471e-01, -1.3711e+00, -1.2550e+00, -3.8028e-01,
        -7.2923e-01, -1.2189e+00,  1.5130e-01, -3.5794e-01, -9.2419e-02,
        -5.7574e-01, -3.4095e-01, -7.5524e-01,  3.6212e-01,  2.8036e-01,
         1.3927e+00, -2.4513e-01,  1.3456e-01,  2.2590e-01,  1.2112e-01,
        -3.7769e-01, -6.4378e-01,  1.2105e+00,  8.6834e-01, -1.5515e-01,
         1.0748e+00, -1.5628e+00, -8.8214e-01, -4.3615e-01,  6.3792e-01,
        -6.9220e-01,  1.2807e-01, -4.9118e-01, -4.5480e-01, -2.1483e+00,
         1.7674e-02,  2.8393e-01,  1.0853e-01, -1.8580e-01,  3.1090e-01,
         9.9410e-01,  4.3331e-01, -1.2531e-02, -4.7591e-01, -1.0607e+00,
        -4.5663e-01,  1.1720e-01,  3.3184e-02, -7.8325e-01,  1.0400e+00,
        -1.2007e+00, -1.5868e-01, -2.1363e-01,  9.0058e-01, -4.6713e-01,
         9.6099e-03, -4.3219e-02, -1.5883e+00,  6.8516e-02,  6.1868e-01,
         2.7296e-01, -1.1839e-01,  8.5483e-01,  5.9390e-01, -3.4329e-01,
        -6.7482e-01,  9.3150e-01, -8.6376e-01,  7.7563e-02, -5.8950e-01,
         5.3060e-01,  1.4381e+00, -4.7171e-04, -8.3257e-01,  1.1889e+00,
        -7.6821e-01, -4.9382e-01, -8.8738e-01, -2.0887e+00,  1.0930e+00,
         1.0727e+00,  4.1505e-02,  6.0361e-01,  1.9013e-01, -6.3380e-01,
         5.1502e-01,  8.0548e-01, -5.0767e-01,  5.8467e-01,  6.2157e-01,
        -3.3779e-01,  3.1033e-01, -8.6154e-01, -1.6353e-01,  1.4999e+00,
        -2.3599e-01,  9.5002e-02,  2.0930e-01,  6.2065e-01, -1.6853e+00,
        -5.7153e-01,  1.0420e+00, -2.5145e-01,  1.4315e+00, -1.7387e-01,
        -5.8141e-01,  1.1687e+00, -3.7725e-01,  8.2282e-01, -1.3594e-01,
        -1.7001e+00,  1.3857e-01,  6.1924e-01,  1.0811e+00,  1.4002e+00,
         1.4171e+00,  4.4157e-01, -4.6972e-01, -3.3768e-01,  1.5638e-01,
        -7.4791e-01, -9.3614e-01,  1.1065e+00, -4.6597e-01,  3.0354e-01,
         7.7739e-01,  4.0894e-01, -4.5146e-02, -7.5963e-01,  1.4338e+00,
         6.9121e-01,  1.9010e-01,  2.8367e-01,  2.4966e-01, -4.1197e-01,
        -2.3471e+00,  1.2293e+00,  4.5164e-01, -4.2027e-01,  1.0076e+00,
         1.1375e+00, -9.0757e-01, -9.9972e-01,  5.3590e-01,  2.6982e-01,
        -2.8267e-01, -5.7620e-01, -3.2929e-01,  1.2166e+00,  8.1454e-01,
         6.2432e-01, -1.4369e-01,  2.2133e-01,  1.0553e+00, -9.9252e-01,
         1.2073e+00,  2.4826e-01,  9.1962e-01, -1.5264e+00, -1.2770e+00,
         4.8225e-01, -3.6241e-01,  7.2213e-01,  3.1285e-01, -7.6872e-01,
        -5.3928e-01,  2.0269e-01,  9.0060e-01, -4.0106e-01, -6.7457e-01,
         1.5361e+00, -1.5618e-01, -1.0859e-01, -1.0712e+00,  2.8677e-01,
        -3.2002e-01, -7.6649e-01, -5.2886e-01,  5.8316e-02, -6.5578e-01,
         2.2088e-01,  1.7325e+00,  6.6983e-01,  1.6981e-01,  4.8312e-01,
        -7.0131e-01,  1.4222e+00, -1.3355e-01, -2.5132e-01, -2.0699e-01,
         5.1625e-01,  4.7548e-01,  2.7960e-02,  4.5783e-01,  1.1273e+00,
        -1.4515e+00, -4.9357e-01, -9.5308e-01,  1.7915e-01,  5.5190e-01,
        -5.4536e-01, -1.4085e+00, -2.9237e-01,  1.9770e+00,  9.7931e-01,
         4.8860e-01,  1.5135e-01,  2.0085e-01,  1.5476e+00, -1.3683e-01,
        -1.8302e-01,  4.1771e-01,  4.2301e-02, -5.8482e-02, -1.6831e+00,
        -5.2262e-01,  1.3619e-01, -3.4642e-01, -5.1658e-01,  3.6118e-01,
         4.6196e-01,  4.6539e-01,  2.3268e-01,  1.1957e+00,  1.7936e-01,
         1.7539e-03,  1.0668e+00,  6.0003e-01, -1.0869e+00, -4.7618e-01,
        -1.4069e+00,  1.6053e+00,  6.6873e-01,  9.1830e-01, -3.3363e-01,
        -2.4492e-01,  6.8180e-01, -7.9963e-01, -8.5771e-01, -3.8429e-01,
        -3.1036e-01, -6.9820e-02,  4.9848e-01,  5.6194e-01,  1.1295e-01,
        -4.7376e-01, -6.8482e-01,  4.6133e-01,  2.0396e-01, -1.9012e+00,
         6.0288e-03,  2.1122e+00,  7.0794e-01, -4.0048e-01, -6.5653e-01,
        -6.5960e-01,  8.9558e-02, -1.6345e+00, -7.6074e-02, -6.3093e-01,
         5.1670e-01,  9.3335e-01,  4.4919e-01, -9.1324e-01,  8.0113e-01,
         1.8504e-01, -1.2886e+00,  1.3329e-01, -4.3618e-01, -1.3495e-01,
         1.3329e+00, -5.6507e-01,  2.3414e+00, -1.0938e+00, -3.6905e-01,
        -1.1586e+00,  1.0129e+00,  8.9688e-01,  5.5713e-01, -7.2543e-01,
         1.4181e-01,  8.2122e-01,  2.0813e+00,  1.6965e-01, -2.6932e-01,
         3.4944e-01, -8.5120e-01, -1.8296e-01, -8.0007e-02, -2.6091e-01,
        -1.6557e-01,  1.1315e+00,  9.9224e-01, -1.4733e-01, -4.3417e-02,
        -1.2213e+00,  7.7520e-02,  1.0743e-01,  1.1763e+00, -4.8578e-01,
         8.2876e-01,  1.0281e+00,  3.0294e-01,  1.4461e+00,  8.4904e-01,
        -1.1963e+00, -9.1129e-01, -1.6203e-01, -1.4524e+00,  1.2306e+00,
         1.1037e-01, -3.8158e-01,  1.4176e-02,  1.6783e-01,  1.2336e-01,
         1.4979e+00,  7.0942e-01,  2.2741e+00,  8.6600e-01,  5.0102e-02,
        -1.4425e-01, -7.8147e-01,  1.5645e-01,  7.7968e-03, -8.2059e-01,
        -5.0373e-01,  6.6189e-03, -1.6208e+00,  1.1580e-01, -7.2743e-01,
        -7.0017e-01, -1.1269e+00, -1.1209e-01, -1.1703e+00, -1.0885e+00,
        -1.6266e-01,  1.5581e-01, -5.2151e-01, -6.9088e-01, -1.3288e-01,
         4.4468e-01, -6.6940e-01,  1.0817e+00, -9.5643e-01,  1.0791e+00,
        -3.7977e-01, -2.1404e-01,  8.5200e-01,  5.5240e-02,  1.9489e-01,
