444
AAC
0 : 0.5881534860803154 0.05826084896632074
1 : 0.6102642276422763 0.04258160622073545
2 : 0.6224026853904903 0.03836122232906885
3 : 0.5855801921655579 0.04688220587694317
4 : 0.5891629711751663 0.03353617842227609
5 : 0.5892134762256712 0.03733446347853129
6 : 0.6021002710027099 0.04237723717088543
7 : 0.60010039418576 0.05187598435722384
8 : 0.5968847006651883 0.056645104695486136
9 : 0.5782163094358216 0.04946871198637036
average auc:  0.5962078713968957
444
AAC
0 : 0.5826878541512689 0.050495240099819705
1 : 0.5838081168920045 0.045442623000272034
2 : 0.5915287016506529 0.049030568106766516
3 : 0.571491130820399 0.025630548695563953
4 : 0.5942827760233526 0.06478219484247137
5 : 0.5802389751170238 0.05627721767289211
6 : 0.5736874846021186 0.07051540275382749
7 : 0.5864954422271494 0.059953683360978775
8 : 0.575991623552599 0.038545146262297686
9 : 0.594690810544469 0.0651138447986305
average auc:  0.5834902915581037
