AAC 0.6271374722838136
CKSAAP 0.7187025745257454
TPC 0.725350825326435
DPC 0.6955533382606551
DDE 0.6930774821384578
PAAC 0.6837562207440254
APAAC 0.6884263981276175
GAAC 0.6249890983000739
CKSAAGP 0.6840164449371765
GDPC 0.6466842818428183
GTPC 0.7024362527716186
Moran 0.6925367085489038
Geary 0.697491192411924
NMBroto 0.6772647203744764
CTDC 0.6294836782458735
CTDT 0.5984094604582408
CTDD 0.6887875708302535
CTriad 0.7130495811776298
KSCTriad 0.7089844789356984
SOCNumber 0.6032651515151515
QSOrder 0.6757230845035721
