0.785569	0.784557
0.773374	0.777131
0.681911	0.711561
0.772959	0.732209
0.781250	0.740026
0.758638	0.764063
0.833841	0.830360
0.694614	0.674214
0.796939	0.779964
0.736458	0.739814
0.766260	0.752917
0.746443	0.692713
0.779980	0.766319
0.777041	0.765835
0.743229	0.747910
0.676829	0.684945
0.831301	0.794312
0.833841	0.832219
0.740816	0.766252
0.700521	0.694552
0.655996	0.660741
0.800305	0.808554
0.747967	0.777074
0.712755	0.728097
0.841667	0.819245
0.779980	0.737942
0.757114	0.736082
0.783537	0.799965
0.735714	0.731152
0.818750	0.828784
0.739837	0.729704
0.724085	0.679613
0.810467	0.832312
0.804592	0.736017
0.692708	0.658835
0.745935	0.792187
0.824187	0.768889
0.740854	0.775679
0.809184	0.762194
0.766667	0.696990
0.857215	0.868556
0.740346	0.773289
0.763211	0.749850
0.766327	0.685396
0.741146	0.744642
0.815041	0.841481
0.665142	0.689928
0.745427	0.712291
0.796939	0.750859
0.823438	0.815870
0.822154	0.821328
0.753049	0.718479
0.704776	0.695114
0.743878	0.757817
0.703125	0.676310
0.738821	0.701685
0.655488	0.651067
0.815041	0.837215
0.744898	0.698441
0.788542	0.805313
0.789634	0.754369
0.717480	0.726880
0.741362	0.768780
0.673980	0.703220
0.820833	0.764283
0.765244	0.743256
0.797764	0.796746
0.714939	0.732634
0.818878	0.801194
0.710417	0.712053
0.767785	0.761879
0.766260	0.786171
0.620935	0.651938
0.834694	0.779976
0.775000	0.762750
0.726626	0.686347
0.731707	0.709092
0.770325	0.777377
0.808673	0.797582
0.795833	0.794355
0.709858	0.719892
0.686484	0.656208
0.729675	0.775219
0.777551	0.724417
0.814583	0.816677
0.723577	0.687878
0.832317	0.855011
0.731707	0.752243
0.771429	0.738727
0.759375	0.778884
0.802337	0.758764
0.801829	0.759832
0.760163	0.698975
0.786735	0.786206
0.698958	0.695967
0.712398	0.739775
0.764228	0.773821
0.797764	0.764691
0.794388	0.739194
0.729167	0.715849
