444
TPC
0 : 0.6802629958117763 0.046215258537223455
1 : 0.6617017738359202 0.05769374347230693
2 : 0.69749938408475 0.03401799845277771
3 : 0.6714689578713968 0.06173023504433421
4 : 0.6928141167775316 0.06651676127261431
5 : 0.691271864991377 0.04149519770001237
6 : 0.6958555062823354 0.048551678720943625
7 : 0.670721236757822 0.06597742168614283
8 : 0.6891327913279132 0.04566591477071768
9 : 0.6730278393693027 0.028935701214156014
average auc:  0.6823756467110125
444
444
TPC
0 : 0.7096846513919683 0.04029914898410745
1 : 0.7207661985710765 0.042567616922224
2 : 0.6900591278640058 0.03120243340971404
3 : 0.6981565656565656 0.05049543571079257
4 : 0.7023220004927322 0.025358891790798328
5 : 0.6747271495442225 0.051405112914864395
6 : 0.6811979551613698 0.043800985322471495
7 : 0.6876872382360186 0.06604954303304683
8 : 0.6768360433604335 0.04118040113096966
9 : 0.7027506775067751 0.041848504109181076
average auc:  0.6944187607785167
