AAC 0.5962078713968957
CKSAAP 0.6834264597191425
TPC 0.6823756467110125
DPC 0.6785286400591278
DDE 0.6669383468834686
PAAC 0.639031103720128
APAAC 0.6733573540280858
GAAC 0.6446968465139196
CKSAAGP 0.6773931387041143
GDPC 0.6298482384823847
GTPC 0.6914743163340724
Moran 0.677170854890367
Geary 0.6692160630697216
NMBroto 0.6769094604582409
CTDC 0.5930994087213599
CTDT 0.5841861295885685
CTDD 0.6692079945799457
CTriad 0.6781180093619117
KSCTriad 0.6801108031534859
SOCNumber 0.6021580438531657
QSOrder 0.644431879773343
